Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
46,865,vehicle,female,single,1012536,30,1
22,534,gold,female,divorced,570908,205,0
27,358,business,female,married,1197020,212,0
45,463,vehicle,female,married,287920,176,0
38,515,home,female,single,1825735,99,0
24,482,business,other,single,1497578,173,0
20,868,vehicle,female,single,1344504,101,0
62,389,home,female,married,2165988,113,0
64,610,vehicle,female,married,311540,104,0
37,856,vehicle,female,divorced,1522617,218,0
36,556,personal,male,married,537455,100,0
52,832,business,other,divorced,2038359,105,1
21,832,business,male,divorced,682183,96,1
22,351,gold,other,married,1582735,49,0
18,637,business,female,divorced,2259711,205,0
21,470,business,female,divorced,1041507,192,0
29,366,vehicle,other,single,777861,133,0
44,599,education,other,married,393236,28,0
59,531,personal,male,divorced,1360167,195,0
40,367,gold,other,divorced,1964776,28,0
42,805,personal,female,divorced,2547120,239,0
38,327,gold,male,married,2506056,191,0
41,350,home,other,single,2203628,60,0
42,559,vehicle,other,single,1015848,166,0
62,890,business,male,married,198138,82,0
63,885,business,other,married,1401609,68,0
49,483,education,female,married,1256196,108,0
49,322,personal,male,married,2225591,65,0
22,428,personal,other,single,103400,232,0
53,590,personal,female,divorced,1238552,194,0
63,800,business,other,divorced,2440457,85,0
59,485,personal,male,married,1173186,209,0
59,778,vehicle,other,married,675644,194,0
56,870,gold,other,divorced,583055,100,1
33,791,business,other,single,931694,74,1
50,812,vehicle,female,married,1650068,119,1
38,366,home,female,married,1412348,109,0
26,766,vehicle,other,single,1515788,113,1
23,584,vehicle,other,single,2796497,94,0
62,716,home,male,single,728337,26,0
52,399,vehicle,other,married,2174135,136,0
56,488,gold,male,single,684141,181,0
39,687,business,female,married,1444778,15,1
58,540,education,other,married,1991170,92,0
22,716,home,male,single,1079898,214,0
59,475,business,female,divorced,1298618,175,0
40,686,personal,male,single,1577110,232,0
34,770,gold,female,divorced,862435,222,0
29,532,education,other,single,1112883,199,0
40,751,gold,male,single,149108,96,0
33,576,gold,other,married,872045,179,0
20,528,personal,male,married,2826727,142,0
47,470,education,female,married,1773298,128,0
39,512,gold,male,married,2745033,182,0
26,581,personal,male,married,1512764,9,0
46,340,home,other,married,1036388,193,0
64,421,personal,other,married,2518282,95,0
54,526,vehicle,other,divorced,877499,101,0
40,593,business,female,divorced,760667,34,0
30,899,personal,other,married,1947912,91,1
49,566,personal,male,divorced,2149497,52,0
63,840,personal,female,single,456858,82,0
64,750,gold,other,divorced,2650916,92,0
40,748,education,male,married,2603950,196,0
62,360,personal,male,divorced,420109,36,0
34,801,personal,female,single,2960959,56,1
57,446,vehicle,male,divorced,339027,174,0
38,633,vehicle,other,married,2860537,41,0
19,441,home,male,single,1853380,173,0
54,343,home,other,single,2634312,100,0
23,443,vehicle,other,divorced,2389411,193,0
61,632,education,female,single,1233300,20,0
35,796,home,male,single,1680468,83,1
47,695,business,female,single,336515,232,0
39,354,business,female,married,1656307,221,0
50,606,education,female,single,2617658,163,0
47,722,vehicle,other,divorced,2696500,163,1
34,716,home,other,divorced,2399963,160,1
60,624,personal,other,single,2991455,45,0
49,379,vehicle,other,divorced,835558,211,0
59,330,home,male,single,202318,50,0
31,411,education,male,divorced,2798421,208,0
27,857,business,other,single,211376,180,0
64,863,education,other,single,2570654,95,0
53,771,home,male,single,234577,61,0
51,373,education,female,married,2631846,59,0
26,852,home,female,divorced,2080498,90,1
59,778,home,other,single,2965548,14,1
45,888,education,female,married,1466977,123,1
28,686,gold,other,married,2193013,70,1
31,863,personal,other,single,2384282,113,1
56,732,vehicle,other,single,1235571,203,0
64,711,business,male,single,2088283,134,0
36,766,personal,female,single,717854,219,0
32,898,vehicle,male,single,1264074,146,1
45,547,vehicle,female,divorced,710884,43,0
41,880,business,male,single,316382,178,1
25,419,personal,male,single,409061,110,0
60,366,business,other,divorced,2689282,45,0
26,872,home,other,married,225154,228,0
64,626,business,male,divorced,1431650,148,0
50,769,education,female,married,703317,183,0
50,792,gold,female,married,2693699,135,1
36,585,gold,other,divorced,1416444,186,0
20,611,gold,other,single,2262890,228,0
27,608,personal,female,married,233099,159,0
57,396,personal,female,single,2178339,199,0
64,412,home,female,divorced,1294455,80,0
59,755,gold,other,married,163109,38,0
18,762,home,female,single,1714713,215,0
46,431,gold,other,married,362322,90,0
51,420,personal,male,married,2690651,64,0
30,496,education,male,divorced,697009,100,0
18,781,education,male,single,1929326,31,0
51,338,education,female,single,750050,227,0
46,865,business,other,married,2725424,108,1
64,811,education,female,single,1474816,26,0
30,773,vehicle,other,married,1662002,182,0
46,460,gold,female,divorced,332359,85,0
56,588,education,male,divorced,2080715,76,0
41,499,vehicle,other,single,829438,219,0
43,827,vehicle,female,divorced,2831354,204,0
34,802,vehicle,other,divorced,2621710,71,1
24,547,home,other,single,1989688,42,0
30,682,home,female,married,2013140,19,1
22,517,vehicle,female,divorced,2220811,205,0
43,386,business,other,single,700240,226,0
20,381,education,other,single,940210,113,0
24,361,gold,male,single,198113,140,0
56,799,business,other,divorced,548929,171,1
18,341,personal,male,divorced,825704,178,0
34,311,home,male,married,1992789,155,0
60,414,education,male,married,990624,177,0
42,517,education,other,married,2848174,86,0
20,405,personal,male,married,2726830,85,0
32,827,personal,other,married,1738806,230,0
46,771,education,other,married,2774932,108,1
60,686,personal,female,single,2033308,40,1
49,525,education,other,married,2639585,107,0
43,780,business,other,divorced,1339981,193,0
33,707,personal,male,married,2033539,229,0
42,756,business,other,divorced,1014065,136,1
45,320,business,other,married,1106224,123,0
26,502,personal,female,single,1076360,200,0
18,716,education,female,single,1721345,205,0
46,715,vehicle,male,divorced,1354305,100,1
39,747,education,male,married,187743,60,0
33,811,gold,female,single,379708,14,1
58,384,personal,female,single,1721467,74,0
61,466,home,other,married,2035411,33,0
58,683,personal,male,divorced,1804449,148,1
24,767,gold,male,divorced,2917527,118,1
31,371,business,other,divorced,1931655,224,0
46,820,home,other,single,373468,239,0
36,772,home,male,married,2538525,36,1
36,557,education,female,single,1737043,64,0
19,574,vehicle,female,single,358590,237,0
58,319,education,other,single,1142841,87,0
62,789,home,male,single,1666874,235,0
32,789,home,other,married,2076952,59,1
20,625,vehicle,female,single,2327199,201,0
28,828,personal,female,single,635646,218,0
63,388,vehicle,other,divorced,345258,180,0
47,785,business,female,single,1699367,47,1
57,649,education,male,married,1097899,28,0
35,383,personal,other,single,934337,114,0
19,686,education,other,married,253306,91,0
49,386,vehicle,other,married,2404839,70,0
25,606,personal,female,married,2097055,94,0
39,453,vehicle,male,divorced,563095,59,0
23,739,business,other,divorced,563380,123,1
29,563,gold,other,single,2285256,110,0
64,720,home,female,single,829877,225,0
57,792,personal,male,single,593467,234,0
53,710,home,other,married,410541,16,1
32,472,gold,female,married,2903022,68,0
45,303,personal,other,married,1578216,27,0
62,771,home,female,single,1117258,187,0
35,409,home,male,single,413419,222,0
19,336,personal,female,single,771377,122,0
30,882,home,other,single,2276524,218,0
62,330,home,other,divorced,1228298,169,0
32,680,personal,female,divorced,1457908,63,1
37,567,home,male,divorced,2063169,25,0
46,310,home,male,single,655404,149,0
59,643,education,other,divorced,1578508,225,0
46,843,business,other,divorced,2518034,189,0
20,868,education,female,single,2331858,98,0
36,465,gold,female,divorced,1722230,55,0
20,641,education,female,single,489078,95,0
31,781,education,male,single,2920507,109,1
57,318,gold,male,single,857370,199,0
21,483,home,other,married,445270,132,0
28,844,home,other,single,1222713,118,1
48,309,education,other,divorced,2721788,79,0
60,891,gold,female,divorced,1709283,18,1
49,491,home,male,single,898289,20,0
44,619,vehicle,other,married,2300205,78,0
47,879,personal,other,married,2372253,32,1
60,774,personal,other,married,579130,141,1
19,726,business,other,divorced,1867150,203,0
26,358,personal,other,married,346877,233,0
45,735,education,other,married,1436378,183,0
48,396,personal,male,single,1958275,93,0
51,795,personal,other,married,2570294,200,0
32,577,vehicle,male,married,442033,159,0
42,564,home,female,married,1870989,41,0
53,308,vehicle,male,single,285070,154,0
25,756,education,female,single,2322665,210,0
26,572,personal,male,married,2641899,57,0
54,307,home,male,divorced,748180,144,0
62,507,business,other,divorced,2512712,13,0
56,422,business,male,single,2345456,62,0
49,332,personal,male,married,2780488,115,0
34,812,personal,other,divorced,1830404,179,1
52,503,business,female,married,297128,211,0
54,817,business,other,single,349336,230,0
36,816,education,other,divorced,2742937,135,1
61,742,personal,other,single,1000441,69,0
46,891,business,female,married,585679,185,0
24,638,gold,male,single,2515255,198,0
45,737,business,male,single,659190,16,1
26,744,home,other,single,2234758,139,1
45,435,home,other,single,2283617,101,0
23,686,gold,male,divorced,582929,212,0
46,324,education,male,married,1018289,81,0
34,805,personal,male,divorced,1484399,69,1
33,624,personal,female,married,480929,106,0
40,637,business,female,married,1923821,98,0
48,394,home,other,married,113635,188,0
20,844,education,female,married,1749382,49,0
38,445,education,other,married,1328404,219,0
43,530,education,male,divorced,2215693,147,0
53,794,business,male,married,169064,88,0
59,337,personal,other,single,2364551,138,0
54,724,education,male,divorced,2112968,104,1
39,736,business,other,divorced,1173522,30,1
59,667,business,other,married,2036249,183,0
29,644,gold,other,single,1042060,107,0
59,459,vehicle,female,single,2696810,78,0
30,849,education,other,married,465589,127,1
28,840,vehicle,other,married,1001841,76,1
33,443,personal,other,single,1800144,122,0
25,887,business,female,divorced,2574907,87,1
57,875,education,male,divorced,2743215,135,1
57,644,home,female,married,1369225,121,0
62,568,personal,other,divorced,1018339,15,0
19,567,gold,female,divorced,528963,135,0
47,468,gold,male,single,798645,65,0
47,332,vehicle,male,divorced,1062388,50,0
29,676,business,other,single,1557896,141,1
27,513,vehicle,male,married,2212079,191,0
61,861,home,female,married,1284169,124,0
28,739,home,female,single,2503382,12,1
32,791,gold,male,single,2260418,232,0
33,692,education,other,married,2379752,220,0
34,788,gold,other,single,1655276,77,1
43,328,gold,female,married,1591397,26,0
19,338,home,male,married,2816411,102,0
29,472,vehicle,female,married,1307725,52,0
43,316,home,female,married,2446459,6,0
40,355,business,female,married,2919196,145,0
35,525,home,other,married,2050218,208,0
49,857,home,male,divorced,1579137,181,0
55,366,gold,male,divorced,2610370,133,0
64,496,education,other,married,410584,99,0
20,322,gold,female,divorced,1905962,137,0
55,536,personal,female,single,2792906,39,0
20,865,home,other,single,965356,92,0
47,437,home,male,married,2318563,37,0
18,772,personal,other,divorced,1726829,8,0
47,852,home,male,single,643979,225,0
62,528,home,male,single,2004186,73,0
49,616,business,male,single,2740641,62,0
45,897,home,female,single,2826791,119,1
38,860,personal,female,divorced,2649196,209,0
63,500,gold,other,single,550836,157,0
30,557,home,other,single,2530420,38,0
44,779,education,female,single,713595,136,1
53,477,personal,other,married,344636,137,0
24,422,vehicle,female,single,946677,35,0
39,641,business,female,single,994585,75,0
27,470,personal,male,divorced,1387897,54,0
56,358,gold,male,single,2242714,35,0
32,764,personal,female,single,259306,205,0
32,559,vehicle,male,single,1496042,87,0
21,672,business,female,married,333708,149,1
49,394,education,male,divorced,508914,186,0
40,424,vehicle,other,divorced,1851545,139,0
23,340,personal,other,married,2105837,29,0
41,553,vehicle,female,married,355644,120,0
37,306,personal,female,divorced,689522,97,0
54,770,education,male,single,693684,229,0
37,810,education,male,divorced,1307513,222,0
29,880,gold,female,married,2428296,161,1
50,368,education,other,single,2912279,26,0
45,380,home,other,divorced,2163371,13,0
25,841,vehicle,female,single,2399986,41,1
18,884,vehicle,other,single,702542,129,0
54,561,personal,female,married,734480,14,0
39,388,education,male,divorced,2957437,45,0
23,507,gold,other,married,1275234,218,0
38,512,gold,other,divorced,2385196,184,0
49,565,gold,male,divorced,1338984,134,0
52,592,business,male,single,683291,196,0
32,506,home,other,single,1001839,122,0
22,632,education,other,single,1189229,73,0
63,376,gold,female,married,492647,207,0
23,587,home,female,single,873621,159,0
42,346,vehicle,other,married,1406002,173,0
63,499,personal,female,single,1326680,8,0
57,726,education,male,married,677823,113,1
46,509,education,female,divorced,1916930,127,0
24,719,business,female,married,993270,14,1
57,453,vehicle,other,married,1864463,165,0
30,821,education,female,married,356653,200,0
55,714,business,other,divorced,2082451,9,1
35,652,business,other,married,1723839,11,1
19,456,business,other,divorced,2414570,78,0
25,560,education,male,single,915468,31,0
28,376,education,female,single,678044,135,0
50,787,education,female,divorced,717027,199,0
55,430,home,female,married,371449,119,0
44,878,business,other,single,2664717,90,1
37,754,home,male,married,2525732,91,1
29,462,personal,other,married,365891,136,0
60,314,education,female,divorced,2373248,40,0
48,531,vehicle,other,single,2903135,119,0
44,494,gold,other,divorced,1433965,64,0
49,841,personal,female,divorced,2697190,43,1
27,658,gold,other,divorced,558825,38,1
20,630,gold,other,divorced,2312090,126,0
62,726,education,male,married,1347681,148,0
44,796,vehicle,other,single,2650114,208,0
52,785,gold,male,single,1628340,207,0
48,748,business,female,single,2336711,105,1
32,712,gold,male,married,845773,147,1
33,629,personal,other,married,669855,199,0
30,446,vehicle,female,divorced,1344497,50,0
52,558,vehicle,other,divorced,2400277,53,0
28,591,gold,other,divorced,865480,177,0
38,442,vehicle,male,divorced,2046717,123,0
28,664,personal,other,single,1408803,170,1
